,sentence,val
303,La fable es Fs af es fables sont le lieu a fable devient est L d' un dialogue entre le fabuliste et son lecteur §,9
304,La Fontaine fait de la fable le . §,2
305,", occurences du &quot; je &quot; ainsi que que les nombreuses formules nombreux commentaires , souvent ironiques . §",6
306,- pas dans absent dans &quot; Le Loup et l' Agneau néanmoins - §,4
307,"Il arrive au fabuliste de f s' adresser au lecteur , comme dans &quot; Les deux amis &quot; ( VIII ,11 ) . §",7
308,"( I , 10 ) 5I , 1 ( ( X II , 20 ) , de telle sorte qu' un dialogue se noue e complicité , à visée ludique entre les deux . §",11
309,", . §",2
310,"AU lecteur est dévolu un rôle actif , simple , brève et efficace , §",2
311,"La brièveté , claire et la clarté ég Cette La qui caractérisent la fable , non seulement du point de vue macrostr de la macrostructure , mais aussi La Fontaine es Fables de La Fontaine es Fs de La Fontaine r semblent , , où l' entend maximes et les souvent apparemment péremptoires , §",22
312,"Le fabuliste n' impose pas propose , plus qu' il n' impose , une le - çon de vie , que le lecteur doit interpréter alors . §",5
313,"cas , telle que la pratique c' est - à - dire le en particulier ; en effet , car ses Fables définissent le canon du genre . §",8
314,"sans conteste - et , à dessein , la fable parodié ci - dessus , afin de cette &quot; §",9
315,"De cette interaction émerge le sens de la fable , qu' il ne faut pas confondre avec la morale : l d' ailleurs §",3
316,"A la voix du fabuliste s' ajoute d' autres voix , celles des différents personnages mis enscène dans la ' a ' histoire récit le récit bref - au début ou à la fin - , le plus souvent des animaux personnifiés , protagonistes . §",16
317,"L &quot; &quot; dirait Bakhtine Esope , Phèdre , font , dialogue et font à plaisir leurs personnages . §",13
318,"Ce qui différencie les fables de La Fontaine aux autres des , c' est la variété de types de discours sur le plan énonciatif sans doute , et notamment la part des discours rapporté La Fontaine bien proprmente comme ci - dessus . §",16
319,"e Ainsi , non seulement le fabuliste fait entendre les voix des différents protagonistes , mais encore il les intègre à la sienne . §",8
320,", souvent tout en maintenant une certaine distance . §",4
321,Dans cette intégration / distanciation §,3
322,"Par - delà A l' origine de Cette , de manière paradoxale , §",4
323,"Là réside la dimension ludique , qui semble caractériser une le mode énonciatif chez La Fontaine . §",6
324,"Ainsi Comme tout genre , la fable manifeste des tr se définit à travers certains traits compositionnels et certaines spécificités énonciatives , qui constituent , de fait , t , e fait , des contraintes internes . §",10
325,"On pourrait se demander s' interroger à présent sur l' existence de contraintes extérieures au texte contextuelles , . §",7
326,Il faudrait les mais non pas e un certain nombre dede la nature des . §,7
327,le rapport entre la possible existence de §,2
328,"Bien sûr , la question est délicate La , pour deux raisons au moins . §",6
329,"Tout d' abord , Bien sûr , ce dans le cas des genres auctoriaux comme la fable , les contraintes de textualisation se révèlent plus souples , , peut-être sont et plus difficiles à cerner . §",8
330,"d' un auteur à un autre d' une époque à une autre , voire d' une texte à un autre . §",3
331,"Ainsi , le propos il ne s' agire en aucun cas de a pas de prétendre à l' exactitude , sûrement . §",7
332,une quelconque §,1
333,", en con le processus de création assouplit , s s on tentera de comprendre le fonctionnement général de la fable la structure et dans une perspective générqiue génériques générale , sans une raison avant tout : la fable est un genre de discours qui s' étend sur une période longue de plus de ' un millénaire . §",20
334,", d' au moins pratique dela fable u VIe siècle avant J §",6
335,C §,0
336,jusq ' au XVIII e siècle au moins . §,2
337,h . §,2
338,Le contexte de l' Antiquité diffère à maint égard §,1
339,"Dès lors , il apparaît difficile de donner u §",3
340,"Durant tout ce temps , le contexte social , éconopique et politique évolue s' est m profondément modifié . §",6
341,Y a -t-il alors un point Demeure -t-il une constante alors ? §,4
342,"et qui motivent , le geste d' écriture . §",1
343,Les motivations ui président à l' acte entreprise du fabuliste q écriture de la fable d' une fable sont -elles les mêmes ? §,8
344,"comparables C S' il y a une contrainte contextuelle propre à la fable intrinsèque de la fable , c' est Cette n' est autre que la fameuse doctrine horacienne , &quot; placere et docere &quot; , &quot; plaire et instruire &quot; , . §",12
345,nature des §,1
346,"Rappelon -nous s La fable a une double fonction , elle est à la fois récréative et didactique . §",8
347,", elle - même inspirée de la Poétique d' Aristote . §",3
348,"De l' Antiquité jusqu' à l' âge classique , les hommes de lettres observent ces deux principes . §",3
349,", dont les fabulistes , §",1
350,"Ainsi , la doctrine hooracienn constitue ce que l' on pourrait appeler une contrainte contextuelle , propres à la fable . §",5
351,: c' est un principe éthique autant qu' esthétique élevé au rang de dogme . §,5
352,"a c i i u n l n r , dans le champ des Belles Lettres . §",9
353,", pour la fable , notamment §",4
354,La connaiss §,2
355,"Les contraintes textuelles , étudiées précédemment , et les contraintes contextuelles - constituent les traits définitoires définissent §",5
356,"Un genre se définit à travers en ensemble de et Tout , dont la fable , , qu' il faut dont il faut avoir connaissance avant avant même de les u que ' il ne faut pas méconnaître lor dont il faut avoir connaissance lorsqu' on se lance dans une entreprise parodique . §",13
357,"La parodie s' appuie sur un certain cadre générique mais , d' un même geste , le déplace §",4
358,"Toutefois , si la , c' est pour mieux le déplacer , le subvertir . §",4
359,"Après avoir péci récisé les traits définitoires de la fable , il nous faut , à présent , analyser ce qui dans cette parodie , &quot; Le loup - garou et l' Agneau &quot; , déplace et subvertit le genre de la fable . §",10
360,"on anal anal il nous faut analyser , cette tentative parodique , on analysera dans un démarche autoréflexive . §",7
361,", à présent , , en se demandant quels traits définitoi sont lesres de la fable qui ont été préservés , quels sont ceux qui ont été , au contraire , modifiés . §",8
362,"dans quelle mesure en quoi elle subvertit le genre de la fable , autrment dit : intègre et e encore faut -il ce processus de dé placement , de subversion . §",9
363,Aussi analyser a - t -on allons -nous analyser déjoue comment peut -on caractériser les comprendre s' interroger sur à travers . §,10
364,"On peut se demander comment le geste parodique , ici , On peut relever , à mon avis , trois effets : l' hybridation générique , la dramatisation , et le burlesque . §",6
365,"Tout d' abord , dans cette parodie du &quot; Loup et l' Agneau &quot; se manifeste un effet d' hybridation générique . §",5
366,"Dès le titre , &quot; Le loup - garou et l' Agneau &quot; , al ' univers de la fable rencontre celui de l' horreur et de l' épouvante . §",4
367,histoire d' horreur &quot; &quot; . §,1
368,"Par &quot; - par cette genre assez de discours genre qui réunit tous ces récits , particulièrement appréci déestinés à faire peur , particulièrement appréciés des enfants . §",9
369,"&quot; &quot; e assez brefs et transmis à l' oral , racontés à voix haute le plus souvent , jjh salut moi c' est flore esce que tu vas bien quand meme ? §",11
370,"; il ils so , qui , sous des tentes la nuit par exempl . §",4
371,"se présentent toujo ils , l' &quot; histoire qui fait peur §",4
372,Ce genre trop peu la tente L a p &quot; Le loup - garou et l' agneau &quot; a participe du genre e la fable en ce qu' il en conserve les traits définitoires : . §,10
373,"On re trouve d puis ' ensemble y re les traits compositionnels : la macrostructure bref récit bref / morale le , la macrostructure et la br su point de vue de la macrostructure , d et l ' hétérométrie du point de vue de la microstructure . §",18
374,. §,1
375,"L parodiea De plus , elle elle Non seulement l L . §",6
376,"Mais , surtout , elle Surout , elle joue d' &quot; effets de calque &quot; qui permettent au lecteur d' identifier la fable en particulier qui Mais est moins la parodie dp une parodie Même si la qui , d' une fable en particulier , &quot; Le Loup et l' Agneau , &quot; apparît a fortiori comme constitue la une parodie de la fable en général aussi , inhérent de la fable . §",25
377,"céractéristiques en général , mais des aussi des une fable en particulier , &quot; Le Loup et l' Agneau &quot; de La Fontaine . §",7
378,"Ainsi , o quivie d' un récit bref suivants puis , du point de vue de la macrostructure , qui met en scène deux animaux personnifiés , un loup - garou et un agneau , , du point de vue de la microstrucuture , suivie ' qui m à travers lesquels se manifestent une esthétique de la brièveté et de la clarté succinct , la parataxe des vers 1 à 9 , et l' usage du vert court comme au vers s court a e vers courts comme l es u vers 3 et 16 , ete 28 ; . §",32
379,ou encore e e a §,4
380,"On y retrouve , de même , les sé p On retrouve , de pécificités énonciatives inhérents à la fable , intrinsèques de la fable : la polyphonie et le dialogue , comme l' atteste le dialogue entre le loup - garou et l' agneau &quot; ici à travers , jeu de complicité entre le fabuliste et e lecteur complice e rapport de omplicité cl . §",25
381,"Les paroles du loup - garou et de l' agneau sont rapportés au discourd direct comme dans la fable de La Fontaine , d' ailleurs . §",2
382,. §,1
383,e la polyphonie énonciativ §,2
384,"En outre , un dialogue se noue entre le fabuliste pseudo - et le lecteur , davantage que dans plus &quot; Le L la fable de La Fontaine à l' image de n plus que dans la fable de La Fontaine , qui , contrairement à d' autres , pour une fois , use de cet effet avec parcimonie . §",14
385,"Ainsi , j' ai conservé le deuxième vers tel quel : §",2
386,&quot; Nous l' allons montrer tout à l' heure &quot; §,0
387,", qui où apparaît la seule référence au fabuliste et au lecteur , réunis ; le pronom &quot; nous &quot; réfère ici au fabuliste et au lecteur , unis sous une instance énonciative commune . §",9
388,"De plus , l' usage fréquent du pronom &quot; nous &quot; , comme dans &quot; Le Loup et l' Agneau &quot; , ou ou dans &quot; L' âne et le le petit chien &quot; A ( IV , 5 ) , unit le fabuliste et le lecteur et sous une instance énonciative commune . §",4
389,"J' ai ajouté Mais j des adresses au lecteur aux vers 3 4 , 28 et 29 . §",6
390,", qui confèrent à la fable parodie cette parodie de fable un &quot; effet de fable &quot; supplémentaire . §",8
